Sample_Number,Timestamp,Value,Subgroup_Position,BatchID,Pattern
222,2024-01-10 13:00:00,100.2655,2,BATCH_005,Shifted_Up
223,2024-01-10 14:00:00,105.3725,3,BATCH_005,Shifted_Up
224,2024-01-10 15:00:00,100.7746,4,BATCH_005,Shifted_Up
225,2024-01-10 16:00:00,103.0561,5,BATCH_005,Shifted_Up
226,2024-01-10 17:00:00,106.1779,1,BATCH_005,Shifted_Up
227,2024-01-10 18:00:00,104.1286,2,BATCH_005,Shifted_Up
228,2024-01-10 19:00:00,101.8445,3,BATCH_005,Shifted_Up
229,2024-01-10 20:00:00,102.5694,4,BATCH_005,Shifted_Up
230,2024-01-10 21:00:00,105.3592,5,BATCH_005,Shifted_Up
231,2024-01-10 22:00:00,102.5393,1,BATCH_005,Shifted_Up
232,2024-01-10 23:00:00,104.4329,2,BATCH_005,Shifted_Up
233,2024-01-11 00:00:00,104.0911,3,BATCH_005,Shifted_Up
234,2024-01-11 01:00:00,102.6968,4,BATCH_005,Shifted_Up
235,2024-01-11 02:00:00,108.2879,5,BATCH_005,Shifted_Up
236,2024-01-11 03:00:00,105.2678,1,BATCH_005,Shifted_Up
237,2024-01-11 04:00:00,99.9497,2,BATCH_005,Shifted_Up
238,2024-01-11 05:00:00,104.3729,3,BATCH_005,Shifted_Up
239,2024-01-11 06:00:00,102.6764,4,BATCH_005,Shifted_Up
240,2024-01-11 07:00:00,105.7049,5,BATCH_005,Shifted_Up
241,2024-01-11 08:00:00,102.415,1,BATCH_005,Shifted_Up
242,2024-01-11 09:00:00,103.7705,2,BATCH_005,Shifted_Up
243,2024-01-11 10:00:00,105.01,3,BATCH_005,Shifted_Up
244,2024-01-11 11:00:00,105.7315,4,BATCH_005,Shifted_Up
245,2024-01-11 12:00:00,101.5994,5,BATCH_005,Shifted_Up
246,2024-01-11 13:00:00,103.331,1,BATCH_005,Shifted_Up
247,2024-01-11 14:00:00,103.0501,2,BATCH_005,Shifted_Up
248,2024-01-11 15:00:00,102.6933,3,BATCH_005,Shifted_Up
249,2024-01-11 16:00:00,107.5309,4,BATCH_005,Shifted_Up
250,2024-01-11 17:00:00,104.81,5,BATCH_005,Shifted_Up
251,2024-01-11 18:00:00,101.4782,1,BATCH_006,Shifted_Up
252,2024-01-11 19:00:00,105.8357,2,BATCH_006,Shifted_Up
253,2024-01-11 20:00:00,108.2443,3,BATCH_006,Shifted_Up
254,2024-01-11 21:00:00,106.0649,4,BATCH_006,Shifted_Up
255,2024-01-11 22:00:00,100.9613,5,BATCH_006,Shifted_Up
256,2024-01-11 23:00:00,103.0315,1,BATCH_006,Shifted_Up
257,2024-01-12 00:00:00,106.5338,2,BATCH_006,Shifted_Up
258,2024-01-12 01:00:00,102.5847,3,BATCH_006,Shifted_Up
259,2024-01-12 02:00:00,104.8876,4,BATCH_006,Shifted_Up
260,2024-01-12 03:00:00,105.5493,5,BATCH_006,Shifted_Up
261,2024-01-12 04:00:00,102.1461,1,BATCH_006,Shifted_Up
262,2024-01-12 05:00:00,103.8809,2,BATCH_006,Shifted_Up
263,2024-01-12 06:00:00,97.5175,3,BATCH_006,Shifted_Up
264,2024-01-12 07:00:00,101.9512,4,BATCH_006,Shifted_Up
265,2024-01-12 08:00:00,103.4949,5,BATCH_006,Shifted_Up
266,2024-01-12 09:00:00,101.5044,1,BATCH_006,Shifted_Up
267,2024-01-12 10:00:00,107.2648,2,BATCH_006,Shifted_Up
268,2024-01-12 11:00:00,101.1397,3,BATCH_006,Shifted_Up
269,2024-01-12 12:00:00,103.1199,4,BATCH_006,Shifted_Up
270,2024-01-12 13:00:00,104.2615,5,BATCH_006,Shifted_Up
271,2024-01-12 14:00:00,106.8825,1,BATCH_006,Shifted_Up
272,2024-01-12 15:00:00,101.1283,2,BATCH_006,Shifted_Up
273,2024-01-12 16:00:00,106.3263,3,BATCH_006,Shifted_Up
274,2024-01-12 17:00:00,104.0205,4,BATCH_006,Shifted_Up
275,2024-01-12 18:00:00,102.037,5,BATCH_006,Shifted_Up
276,2024-01-12 19:00:00,104.9242,1,BATCH_006,Shifted_Up
277,2024-01-12 20:00:00,104.3981,2,BATCH_006,Shifted_Up
278,2024-01-12 21:00:00,102.7996,3,BATCH_006,Shifted_Up
279,2024-01-12 22:00:00,104.1396,4,BATCH_006,Shifted_Up
280,2024-01-12 23:00:00,103.2294,5,BATCH_006,Shifted_Up
281,2024-01-13 00:00:00,104.227,1,BATCH_006,Shifted_Up
282,2024-01-13 01:00:00,105.3243,2,BATCH_006,Shifted_Up
283,2024-01-13 02:00:00,107.172,3,BATCH_006,Shifted_Up
284,2024-01-13 03:00:00,101.5244,4,BATCH_006,Shifted_Up
285,2024-01-13 04:00:00,108.2661,5,BATCH_006,Shifted_Up
286,2024-01-13 05:00:00,100.0958,1,BATCH_006,Shifted_Up
287,2024-01-13 06:00:00,103.6964,2,BATCH_006,Shifted_Up
288,2024-01-13 07:00:00,105.1766,3,BATCH_006,Shifted_Up
289,2024-01-13 08:00:00,104.562,4,BATCH_006,Shifted_Up
290,2024-01-13 09:00:00,102.7546,5,BATCH_006,Shifted_Up
291,2024-01-13 10:00:00,103.5838,1,BATCH_006,Shifted_Up
292,2024-01-13 11:00:00,103.014,2,BATCH_006,Shifted_Up
293,2024-01-13 12:00:00,102.8213,3,BATCH_006,Shifted_Up
294,2024-01-13 13:00:00,105.6992,4,BATCH_006,Shifted_Up
295,2024-01-13 14:00:00,104.714,5,BATCH_006,Shifted_Up
296,2024-01-13 15:00:00,102.6142,1,BATCH_006,Shifted_Up
297,2024-01-13 16:00:00,105.7992,2,BATCH_006,Shifted_Up
298,2024-01-13 17:00:00,104.6146,3,BATCH_006,Shifted_Up
299,2024-01-13 18:00:00,105.6257,4,BATCH_006,Shifted_Up
300,2024-01-13 19:00:00,105.2593,5,BATCH_006,Shifted_Up
301,2024-01-13 20:00:00,102.342,1,BATCH_007,Shifted_Up
302,2024-01-13 21:00:00,102.8796,2,BATCH_007,Shifted_Up
303,2024-01-13 22:00:00,105.4946,3,BATCH_007,Shifted_Up
304,2024-01-13 23:00:00,105.2207,4,BATCH_007,Shifted_Up
305,2024-01-14 00:00:00,103.9582,5,BATCH_007,Shifted_Up
306,2024-01-14 01:00:00,104.2347,1,BATCH_007,Shifted_Up
307,2024-01-14 02:00:00,106.5553,2,BATCH_007,Shifted_Up
308,2024-01-14 03:00:00,102.8169,3,BATCH_007,Shifted_Up
309,2024-01-14 04:00:00,105.0942,4,BATCH_007,Shifted_Up
310,2024-01-14 05:00:00,103.5956,5,BATCH_007,Shifted_Up
311,2024-01-14 06:00:00,103.5646,1,BATCH_007,Shifted_Up
312,2024-01-14 07:00:00,106.1976,2,BATCH_007,Shifted_Up
313,2024-01-14 08:00:00,105.6508,3,BATCH_007,Shifted_Up
314,2024-01-14 09:00:00,105.627,4,BATCH_007,Shifted_Up
315,2024-01-14 10:00:00,106.611,5,BATCH_007,Shifted_Up
316,2024-01-14 11:00:00,104.042,1,BATCH_007,Shifted_Up
317,2024-01-14 12:00:00,105.3639,2,BATCH_007,Shifted_Up
318,2024-01-14 13:00:00,103.3795,3,BATCH_007,Shifted_Up
319,2024-01-14 14:00:00,104.6483,4,BATCH_007,Shifted_Up
320,2024-01-14 15:00:00,103.7397,5,BATCH_007,Shifted_Up
321,2024-01-14 16:00:00,104.194,1,BATCH_007,Shifted_Up
322,2024-01-14 17:00:00,105.1903,2,BATCH_007,Shifted_Up
323,2024-01-14 18:00:00,102.3636,3,BATCH_007,Shifted_Up
324,2024-01-14 19:00:00,108.1848,4,BATCH_007,Shifted_Up
325,2024-01-14 20:00:00,101.988,5,BATCH_007,Shifted_Up
326,2024-01-14 21:00:00,101.5716,1,BATCH_007,Shifted_Up
327,2024-01-14 22:00:00,106.3162,2,BATCH_007,Shifted_Up
328,2024-01-14 23:00:00,105.5833,3,BATCH_007,Shifted_Up
329,2024-01-15 00:00:00,105.2482,4,BATCH_007,Shifted_Up
330,2024-01-15 01:00:00,105.2567,5,BATCH_007,Shifted_Up
331,2024-01-15 02:00:00,103.9755,1,BATCH_007,Shifted_Up
332,2024-01-15 03:00:00,102.2055,2,BATCH_007,Shifted_Up
333,2024-01-15 04:00:00,104.1516,3,BATCH_007,Shifted_Up
334,2024-01-15 05:00:00,102.6457,4,BATCH_007,Shifted_Up
335,2024-01-15 06:00:00,105.9502,5,BATCH_007,Shifted_Up
336,2024-01-15 07:00:00,103.7059,1,BATCH_007,Shifted_Up
337,2024-01-15 08:00:00,102.349,2,BATCH_007,Shifted_Up
338,2024-01-15 09:00:00,103.3572,3,BATCH_007,Shifted_Up
339,2024-01-15 10:00:00,104.8259,4,BATCH_007,Shifted_Up
340,2024-01-15 11:00:00,102.8726,5,BATCH_007,Shifted_Up
341,2024-01-15 12:00:00,102.3556,1,BATCH_007,Shifted_Up
342,2024-01-15 13:00:00,104.4874,2,BATCH_007,Shifted_Up
343,2024-01-15 14:00:00,104.4899,3,BATCH_007,Shifted_Up
344,2024-01-15 15:00:00,102.9861,4,BATCH_007,Shifted_Up
345,2024-01-15 16:00:00,103.0579,5,BATCH_007,Shifted_Up
346,2024-01-15 17:00:00,104.4641,1,BATCH_007,Shifted_Up
347,2024-01-15 18:00:00,101.1038,2,BATCH_007,Shifted_Up
348,2024-01-15 19:00:00,101.1851,3,BATCH_007,Shifted_Up
349,2024-01-15 20:00:00,102.5631,4,BATCH_007,Shifted_Up
350,2024-01-15 21:00:00,103.5731,5,BATCH_007,Shifted_Up
351,2024-01-15 22:00:00,106.5596,1,BATCH_008,Major_Shift
352,2024-01-15 23:00:00,108.6556,2,BATCH_008,Major_Shift
353,2024-01-16 00:00:00,107.5438,3,BATCH_008,Major_Shift
354,2024-01-16 01:00:00,105.7121,4,BATCH_008,Major_Shift
355,2024-01-16 02:00:00,105.9658,5,BATCH_008,Major_Shift
356,2024-01-16 03:00:00,104.1954,1,BATCH_008,Major_Shift
357,2024-01-16 04:00:00,105.9667,2,BATCH_008,Major_Shift
358,2024-01-16 05:00:00,105.4804,3,BATCH_008,Major_Shift
359,2024-01-16 06:00:00,106.5809,4,BATCH_008,Major_Shift
360,2024-01-16 07:00:00,104.511,5,BATCH_008,Major_Shift
361,2024-01-16 08:00:00,106.9348,1,BATCH_008,Major_Shift
362,2024-01-16 09:00:00,108.7589,2,BATCH_008,Major_Shift
363,2024-01-16 10:00:00,105.8042,3,BATCH_008,Major_Shift
364,2024-01-16 11:00:00,106.7231,4,BATCH_008,Major_Shift
365,2024-01-16 12:00:00,107.2423,5,BATCH_008,Major_Shift
366,2024-01-16 13:00:00,105.2778,1,BATCH_008,Major_Shift
367,2024-01-16 14:00:00,106.4034,2,BATCH_008,Major_Shift
368,2024-01-16 15:00:00,106.0227,3,BATCH_008,Major_Shift
369,2024-01-16 16:00:00,106.1758,4,BATCH_008,Major_Shift
370,2024-01-16 17:00:00,104.6086,5,BATCH_008,Major_Shift
371,2024-01-16 18:00:00,106.0441,1,BATCH_008,Major_Shift
372,2024-01-16 19:00:00,106.8964,2,BATCH_008,Major_Shift
373,2024-01-16 20:00:00,108.6121,3,BATCH_008,Major_Shift
374,2024-01-16 21:00:00,107.7267,4,BATCH_008,Major_Shift
375,2024-01-16 22:00:00,109.8757,5,BATCH_008,Major_Shift
376,2024-01-16 23:00:00,104.6188,1,BATCH_008,Major_Shift
377,2024-01-17 00:00:00,107.5702,2,BATCH_008,Major_Shift
378,2024-01-17 01:00:00,106.33,3,BATCH_008,Major_Shift
379,2024-01-17 02:00:00,109.9416,4,BATCH_008,Major_Shift
380,2024-01-17 03:00:00,104.5451,5,BATCH_008,Major_Shift
381,2024-01-17 04:00:00,104.4885,1,BATCH_008,Major_Shift
382,2024-01-17 05:00:00,104.9211,2,BATCH_008,Major_Shift
383,2024-01-17 06:00:00,102.177,3,BATCH_008,Major_Shift
384,2024-01-17 07:00:00,105.0536,4,BATCH_008,Major_Shift
385,2024-01-17 08:00:00,104.6336,5,BATCH_008,Major_Shift
386,2024-01-17 09:00:00,106.2707,1,BATCH_008,Major_Shift
387,2024-01-17 10:00:00,106.6152,2,BATCH_008,Major_Shift
388,2024-01-17 11:00:00,109.3771,3,BATCH_008,Major_Shift
389,2024-01-17 12:00:00,107.7108,4,BATCH_008,Major_Shift
390,2024-01-17 13:00:00,104.9616,5,BATCH_008,Major_Shift
391,2024-01-17 14:00:00,104.3829,1,BATCH_008,Major_Shift
392,2024-01-17 15:00:00,106.8855,2,BATCH_008,Major_Shift
